,price_aprox_usd,surface_covered_in_m2,lat,lon,neighborhood
4,129000.0,70.0,-34.5846508988,-58.4546932614,Chacarita
9,87000.0,42.0,-34.6389789,-58.500115,Villa Luro
29,118000.0,54.0,-34.615847,-58.459957,Caballito
40,57000.0,42.0,-34.6252219,-58.3823825,Constitución
41,90000.0,50.0,-34.6106102,-58.4125107,Once
48,138000.0,74.0,-34.6038236,-58.4272911,Almagro
58,114000.0,32.0,-34.586103,-58.423963,Palermo
62,82000.0,50.0,-34.6265182557,-58.4724630529,Flores
70,166000.0,52.0,-34.5620844,-58.4566864,Belgrano
72,136500.0,71.0,-34.648143,-58.524277,Liniers
79,75000.0,36.0,-34.596715,-58.444045,Villa Crespo
88,68000.0,37.0,-34.599722,-58.430668,Villa Crespo
104,80000.0,55.0,-34.616182,-58.3926968,San Cristobal
131,125000.0,74.0,-34.6034659,-58.4159718,Almagro
140,120000.0,60.0,-34.6136992,-58.3897597,Congreso
142,145000.0,52.0,-34.5475074,-58.4842066,Saavedra
149,95000.0,57.0,-34.6087015,-58.4039197,Balvanera
170,155000.0,55.0,-34.5975665,-58.4410115,Villa Crespo
176,300000.0,90.0,-34.5670929999,-58.4470949374,Belgrano
178,95000.0,44.0,-34.645401,-58.4931185,Parque Avellaneda
192,82000.0,33.0,-34.6198687,-58.4242176,Almagro
193,129000.0,72.0,-34.618545,-58.443838,Caballito
200,280000.0,98.0,-34.5933599,-58.4124669,Recoleta
203,125151.86,45.0,-34.620556,-58.371667,San Telmo
208,103144.44,45.0,-34.552129,-58.46838,Nuñez
217,118885.0,35.0,-34.5620844,-58.4566864,Belgrano
223,190000.0,55.0,-34.5892291,-58.3909376,Recoleta
234,157000.0,74.0,-34.6206701,-58.4280921,Caballito
240,119000.0,50.0,-34.617869,-58.422687,Almagro
247,290000.0,82.0,-34.5972390007,-58.3975515537,Recoleta
253,149000.0,76.0,-34.6044029,-58.418703,Almagro
256,199000.0,63.0,-34.5628985,-58.4652556,Belgrano
273,74400.0,31.0,-34.6171601,-58.4566753,Caballito
282,130000.0,70.0,-34.624943,-58.416152,Almagro
283,140000.0,83.0,-34.5995053,-58.4019575,Barrio Norte
287,179869.0,71.0,-34.61098,-58.417856,Almagro
316,89000.0,33.0,-34.554535,-58.455713,Belgrano
319,80000.0,40.0,-34.6266557,-58.4562243,Flores
331,40711.36,34.0,-34.6076122891,-58.4401524326,Parque Centenario
338,84000.0,38.0,-34.603367,-58.4095145,Abasto
341,110000.0,44.0,-34.5987952,-58.431148,Villa Crespo
344,115000.0,67.0,-34.546801,-58.478304,Saavedra
357,137500.0,46.0,-34.5607997,-58.4661541,Belgrano
361,88000.0,33.0,-34.5990818,-58.3791226,Centro / Microcentro
366,115000.0,65.0,-34.6085660579,-58.39925557,Once
376,83000.0,40.0,,,
388,107000.0,64.0,-34.6055653,-58.4042304,Once
389,129500.0,46.0,-34.6050835,-58.4608111,Paternal
399,160000.0,48.0,-34.586177,-58.395407,Recoleta
412,97000.0,43.0,,,
417,84000.0,35.0,-34.5493135,-58.4646149,Nuñez
422,85000.0,38.0,-34.6200825,-58.3895203,San Cristobal
426,90000.0,35.0,-34.556844,-58.457941,Belgrano
429,27279.0,31.0,-34.5413289,-58.473409,Saavedra
430,230000.0,63.0,-34.582627,-58.451825,Chacarita
431,64900.0,38.0,-34.663879,-58.51298,Mataderos
434,90000.0,35.0,-34.5832049,-58.4444227,Palermo
462,142200.0,65.0,-34.6603056,-58.5235778,Villa Lugano
466,140000.0,85.0,-34.616845,-58.428002,Almagro
469,114000.0,44.0,-34.570611,-58.447624,Belgrano
478,122000.0,61.0,-34.6315375,-58.4541557,Flores
489,99969.74,42.0,-34.6220775573,-58.4040959459,Almagro
491,80000.0,38.0,-34.56123,-58.465719,Belgrano
497,120000.0,44.0,-34.5760976609,-58.4707613149,
506,112000.0,70.0,-34.6254543,-58.4161104,Almagro
508,85000.0,34.0,-34.5675671,-58.4733152,Coghlan
511,150000.0,83.0,-34.6188022,-58.3876241,San Cristobal
517,86500.0,46.0,-34.599277,-58.420179,Almagro
518,92400.0,44.0,-34.6039192,-58.4556556,Villa Crespo
534,110000.0,62.0,-34.618893,-58.461994,Flores
536,122000.0,60.0,-34.6148993692,-58.4096918347,San Cristobal
539,271000.0,72.0,-34.567984,-58.4337562,Las Cañitas
543,170000.0,52.0,-34.583263,-58.431945,Palermo
547,235000.0,62.0,-34.5750392,-58.4717864,Belgrano
554,165000.0,43.0,-34.5526272,-58.4546542,Belgrano
556,170000.0,48.0,-34.5707228,-58.4801833,Villa Urquiza
561,84000.0,50.0,-34.6114169,-58.3833629,Monserrat
563,90000.0,38.0,-34.6006047,-58.4313315,Villa Crespo
571,140000.0,55.0,-34.5751543197,-58.4383160847,Palermo
577,99000.0,41.0,-34.5881967,-58.5014288,Villa Pueyrredón
582,95000.0,40.0,-34.605237,-58.424402,Almagro
583,155000.0,55.0,-34.622597,-58.4637637,Flores
584,147000.0,83.0,-34.606622,-58.384362,Monserrat
592,156000.0,57.0,-34.5893031,-58.5050324,Villa Pueyrredón
596,79000.0,40.0,-34.606709,-58.466095,Paternal
605,110000.0,50.0,-34.624235218,-58.3696383829,San Telmo
607,158000.0,64.0,-34.5961219,-58.4255006,Almagro
612,249000.0,93.0,-34.572892,-58.482349,Villa Urquiza
614,146000.0,74.0,-34.6231484,-58.4471452,Caballito
617,158000.0,87.0,-34.602288,-58.45364,Villa Crespo
618,92000.0,42.0,-34.6416277,-58.5010498,Villa Luro
626,92000.0,45.0,-34.6325264,-58.4095956,Parque Patricios
632,99000.0,46.0,-34.6207818,-58.3985397,Balvanera
636,250000.0,77.0,-34.56404,-58.43864,Belgrano
643,112000.0,72.0,-34.6001061,-58.3793374,San Nicolás
646,120000.0,37.0,-34.615972,-58.430083,Caballito
664,189000.0,84.0,-34.574731,-58.478951,Villa Urquiza
665,95000.0,49.0,-34.5981092,-58.4975629,Villa del Parque
667,116000.0,47.0,-34.602148,-58.426806,Almagro
668,85000.0,43.0,-34.6335163,-58.4229282,Boedo
682,71500.0,42.0,-34.6285036,-58.4271703,Caballito
684,37983.0,47.0,-34.5413289,-58.473409,Nuñez
687,110000.0,41.0,-34.636739,-58.498882,Villa Luro
689,120000.0,67.0,-34.603933,-58.376359,Centro / Microcentro
695,90000.0,40.0,-34.5990666,-58.4134843,Palermo
699,85000.0,47.0,-34.6421604,-58.423024,Parque Chacabuco
710,95000.0,98.0,,,Barracas
719,105000.0,37.0,-34.6036844,-58.3815591,Villa Crespo
720,58000.0,59.0,-34.643906,-58.449025,Flores
721,108432.25,45.0,-34.6176481,-58.4619167,Caballito
723,250000.0,100.0,-34.5973156703,-58.3966103021,Barrio Norte
734,265000.0,80.0,-34.5731012,-58.4611833,Belgrano
735,79000.0,35.0,-34.5583606,-58.4481081,Belgrano
736,81360.0,36.0,-34.586418,-58.504636,Villa Pueyrredón
745,108000.0,38.0,-34.5801265,-58.425019,Palermo
752,128260.0,48.0,-34.61098,-58.417856,Almagro
766,136000.0,45.0,-34.5978249,-58.416439,Barrio Norte
771,210000.0,95.0,-34.5988783,-58.4320965,Palermo
774,130730.17,50.0,-34.626917,-58.425295,Boedo
783,166000.0,57.0,-34.576241,-58.485449,Villa Urquiza
801,156000.0,70.0,-34.6015602,-58.4343171,Almagro
817,165000.0,62.0,-34.6207509,-58.4365858,Caballito
819,76095.39,35.0,-34.6267687,-58.4252038,Boedo
840,184000.0,63.0,-34.623771,-58.440083,Caballito
844,133000.0,50.0,,,
861,94635.0,38.0,-34.5688712,-58.4884216,Villa Urquiza
873,184150.0,36.0,-34.590836,-58.389015,Recoleta
876,179500.0,70.0,-34.555221,-58.455583,Belgrano
891,64000.0,34.0,-34.6146153,-58.4040591,Once
893,280000.0,75.0,-34.5877285,-58.4112605,Palermo
898,106000.0,43.0,-34.5631975,-58.4642925,Belgrano
901,99000.0,48.0,-34.6119413,-58.4423251,Caballito
903,105500.0,46.0,-34.60808733,-58.43089266,Parque Centenario
910,165000.0,61.0,-34.5831329,-58.4208369,Palermo
914,120000.0,85.0,-34.6132035,-58.4120075,Almagro
915,93000.0,47.0,-34.584814,-58.481222,Parque Chas
922,149000.0,35.0,-34.5889201,-58.4002698,Barrio Norte
932,185000.0,63.0,-34.6385261,-58.5058609,Villa Luro
945,57000.0,33.0,-34.6055229,-58.4057152,Balvanera
947,122000.0,43.0,-34.5817888,-58.449509,Colegiales
953,181000.0,47.0,-34.5427503,-58.4601452,Nuñez
954,330000.0,77.0,-34.5870824,-58.408834,Barrio Norte
959,150000.0,85.0,-34.6120655,-58.4057337,Once
975,130000.0,70.0,-34.600257,-58.452734,Villa Crespo
985,115000.0,47.0,-34.5444571,-58.4790724,Saavedra
996,83850.0,38.0,-34.6256447,-58.4611155,Flores
1006,195514.05,85.0,-34.6429903,-58.4386944,Parque Chacabuco
1009,107000.0,40.0,-34.5774559,-58.4247302,Palermo
1011,189000.0,72.0,-34.569348,-58.442799,Belgrano
1016,139500.0,54.0,-34.545956,-58.470246,Nuñez
1029,92000.0,60.0,-34.6066665,-58.4661483,Villa General Mitre
1045,128000.0,32.0,-34.536471,-58.4687,Nuñez
1052,230000.0,60.0,-34.6300503,-58.4537324,Flores
1055,226000.0,91.0,-34.573337,-58.482207,Villa Urquiza
1057,107000.0,49.0,-34.6177447,-58.3830086,Monserrat
1060,134000.0,54.0,-34.5783681,-58.4674728,Villa Ortuzar
1061,97000.0,45.0,-34.6182787,-58.5005212,Villa Devoto
1065,370000.0,86.0,-34.5746861,-58.4204026,Palermo
1066,82393.28,34.0,-34.5977228,-58.4304234,Villa Crespo
1085,66605.0,35.0,-34.5469954989,-58.4787410582,Saavedra
1100,110000.0,51.0,-34.6044676,-58.4147628,Almagro
1107,100000.0,42.0,-34.5992637343,-58.3944425,Barrio Norte
1109,52000.0,49.0,-34.685112,-58.462375,Villa Lugano
1119,213000.0,84.0,-34.5822701,-58.4497051,Colegiales
1120,215315.1,85.0,-34.5538467,-58.4920942,Saavedra
1123,245000.0,90.0,-34.578295,-58.449588,Colegiales
1129,124900.0,55.0,-34.601908,-58.46867,Paternal
1133,150000.0,71.0,-34.601122,-58.398267,Balvanera
1146,122000.0,61.0,-34.6344407,-58.4747469,Floresta
1148,120000.0,34.0,-34.5814285,-58.4336199,Palermo
1150,84800.0,53.0,-34.6123096302,-58.4054908953,San Cristobal
1154,189900.0,68.0,-34.573226,-58.424131,Palermo
1156,128000.0,50.0,-34.565895,-58.489151,Villa Urquiza
1163,95164.0,40.0,-34.5688712,-58.4884216,Villa Urquiza
1165,125000.0,50.0,-34.6240354,-58.4042052,Balvanera
1170,122000.0,44.0,-34.5901166454,-58.3940806918,Recoleta
1173,60000.0,68.0,,,Villa Lugano
1176,255000.0,94.0,-34.5933674,-58.3918794,Recoleta
1181,99538.0,40.0,-34.6037137392,-58.3815808896,Balvanera
1186,230000.0,82.0,-34.556396,-58.442307,Belgrano
1190,110000.0,32.0,-34.56822,-58.458337,Belgrano
1191,80000.0,35.0,-34.571953,-58.474451,Belgrano
1195,133000.0,73.0,-34.596653,-58.429563,Balvanera
1207,89500.0,50.0,-34.61747,-58.418382,Almagro
1216,175000.0,64.0,-34.6205608,-58.3945161,Flores
1225,94300.0,49.0,-34.6162229,-58.4184465,Almagro
1230,162233.79,56.0,-34.5519084,-58.4685759,Nuñez
1238,114998.09,37.0,-34.6204532,-58.4029587,San Cristobal
1247,199500.0,95.0,-34.6118061,-58.43886,Caballito
1255,94000.0,51.0,-34.658557,-58.510823,Mataderos
1256,125900.0,58.0,-34.6026363624,-58.4264703397,Almagro
1259,178000.0,86.0,-34.5599543233,-58.4529212466,Belgrano
1265,152000.0,59.0,-34.6125486,-58.4329775,Almagro
1267,98000.0,51.0,-34.6252894049,-58.4803381387,Floresta
1270,125000.0,50.0,-34.6001483,-58.4350161,Villa Crespo
1272,158000.0,47.0,-34.5992438171,-58.4251966841,Almagro
1273,150277.0,44.0,-34.6013646,-58.4348718,Villa Crespo
1279,91814.31,35.0,-34.6267858,-58.4253358,San Cristobal
1287,195000.0,87.0,-34.615582,-58.458885,Caballito
1289,72000.0,46.0,-34.604215,-58.383689,San Nicolás
1301,84062.58,38.0,-34.637261,-58.36907,Barracas
1303,64900.0,39.0,-34.597101,-58.437714,Villa Crespo
1317,131000.0,35.0,-34.549608,-58.474142,Nuñez
1320,137000.0,58.0,-34.6017006,-58.388562,San Nicolás
1322,138000.0,74.0,-34.6038236,-58.4272911,Almagro
1325,111530.32,45.0,-34.6176481,-58.4619167,Caballito
1339,159500.0,66.0,-34.6023526,-58.4344367,Villa Crespo
1341,175000.0,60.0,-34.5976419,-58.4887663,Villa del Parque
1342,309000.0,86.0,-34.5443763617,-58.4591152317,Nuñez
1344,95000.0,60.0,-34.5974114,-58.4473135,Villa Crespo
1346,73000.0,49.0,-34.604641,-58.392341,San Nicolás
1351,87000.0,44.0,-34.6147916,-58.4061783,Balvanera
1354,73000.0,38.0,-34.6253319,-58.4446144,Caballito
1360,105485.0,37.0,-34.5620844,-58.4566864,Belgrano
1368,382015.0,82.0,-34.567984,-58.4337562,Las Cañitas
1370,95700.0,50.0,-34.586557,-58.477121,Villa Urquiza
1372,174000.0,56.0,-34.5907652,-58.4172571,Palermo
1373,120000.0,31.0,-34.5864871,-58.401926,Barrio Norte
1378,120000.0,50.0,-34.6054382,-58.413499,Almagro
1380,67000.0,32.0,-34.6235,-58.3977,San Cristobal
1388,122000.0,45.0,-34.6097224,-58.430979,Caballito
1394,92082.74,56.0,-34.6264374,-58.4598574,Flores
1400,83000.0,36.0,-34.6045568,-58.4297968,Almagro
1407,130000.0,50.0,-34.5972063,-58.4416496,Villa Crespo
1416,139000.0,42.0,-34.597769,-58.42644,Villa Crespo
1421,120000.0,96.0,-34.634709,-58.480246,Floresta
1423,111000.0,52.0,,,San Cristobal
1428,95000.0,40.0,-34.5595420674,-58.4640609983,Belgrano
1434,221700.0,69.0,-34.597769,-58.42644,Villa Crespo
1435,205000.0,55.0,-34.5760392,-58.4569527,Colegiales
1438,90000.0,50.0,-34.5742412,-58.4882355,Villa Urquiza
1439,220000.0,81.0,-34.600433,-58.393042,Recoleta
1442,125000.0,70.0,-34.6112232,-58.41567,Once
1448,99000.0,38.0,-34.5692257148,-58.4890352239,Villa Urquiza
1461,132000.0,33.0,-34.557808,-58.4519581,Belgrano
1471,197900.0,96.0,-34.59741,-58.375055,Retiro
1474,78000.0,35.0,-34.632917,-58.370265,Barracas
1489,114000.0,35.0,-34.5691963,-58.4453972,Belgrano
1502,100000.0,86.0,-34.651762,-58.50547,Mataderos
1510,108600.0,39.0,-34.6028196,-58.4050207,Balvanera
1513,157000.0,86.0,-34.6022019,-58.3976113,Barrio Norte
1518,360877.62,96.0,-34.56822,-58.458337,Belgrano
1530,60000.0,36.0,-34.5848617389,-58.4892838222,Villa Pueyrredón
1535,97000.0,40.0,-34.6209278,-58.4458736,Caballito
1539,136000.0,46.0,-34.623771,-58.440083,Caballito
1551,240000.0,70.0,-34.5597901,-58.4600378,Belgrano
1552,142000.0,53.0,-34.582649,-58.432937,Palermo
1558,310000.0,93.0,-34.6037137392,-58.3815808896,Belgrano
1564,103018.0,33.0,-34.5688504,-58.4550232,Belgrano
1567,107000.0,31.0,-34.6738382,-58.5115799,Palermo
1568,101613.98,49.0,-34.6261244,-58.3859524,Constitución
1577,135000.0,40.0,-34.5862322,-58.4491936,Colegiales
1580,119000.0,39.0,-34.593848,-58.40036,Recoleta
1581,220000.0,67.0,-34.5585253,-58.4513614,Belgrano
1592,185000.0,96.0,-34.6086522,-58.4193876,Almagro
1593,170000.0,58.0,-34.5963329,-58.3748272,Retiro
1595,227473.79,68.0,-34.574537,-58.4554388,Colegiales
1596,85000.0,34.0,,,San Telmo
1608,150000.0,75.0,-34.6316435,-58.5192618,Versalles
1614,130000.0,54.0,,,
1619,175000.0,99.0,-34.622756,-58.443138,Caballito
1620,180000.0,70.0,-34.5500232,-58.4634115,Nuñez
1621,331000.0,73.0,-34.5602098434,-58.4438492037,Belgrano
1632,92000.0,40.0,-34.570884,-58.488694,Villa Urquiza
1675,93900.0,42.0,-34.588369,-58.483862,Parque Chas
1679,140000.0,90.0,-34.6037137392,-58.3815808896,San Nicolás
1691,78800.0,46.0,-34.620195,-58.40405,San Cristobal
1694,95000.0,41.0,-34.6039994,-58.4557835,Villa Crespo
1695,155000.0,84.0,-34.6121896,-58.4779525,Villa del Parque
1698,68000.0,36.0,-34.6160275,-58.4673425,Flores
1700,145000.0,75.0,,,Villa Luro
1702,98000.0,52.0,-34.637834,-58.503098,Villa Luro
1715,94500.0,39.0,-34.573723,-58.489966,Villa Urquiza
1719,67600.0,35.0,-34.6184962081,-58.4064497116,San Cristobal
1722,195000.0,63.0,-34.5660741,-58.4372368,Belgrano
1741,77000.0,38.0,-34.6149042601,-58.3981135774,Balvanera
1754,298000.0,94.0,-34.5720545,-58.4745649,Villa Urquiza
1758,85000.0,59.0,-34.6226764,-58.3898616,Constitución
1759,109000.0,37.0,-34.62818,-58.429483,Caballito
1762,133000.0,75.0,-34.6074047747,-58.3907823249,Congreso
1763,72000.0,31.0,-34.6374837,-58.4601452,Flores
1765,93327.01,35.0,-34.6266172,-58.4599658,Flores
1769,63000.0,37.0,-34.633464,-58.368463,Barracas
1771,87000.0,42.0,-34.647382,-58.4772734,Parque Avellaneda
1772,64651.88,36.0,-34.55826,-58.478587,Coghlan
1779,195000.0,77.0,-34.5999764,-58.4037104,Balvanera
1780,260000.0,60.0,,,Colegiales
1785,169500.0,67.0,-34.5780621,-58.4952915,Villa Urquiza
1788,129000.0,90.0,-34.6135876,-58.4107896,Once
1789,119000.0,32.0,-34.5528589,-58.4702918,Nuñez
1799,88000.0,31.0,-34.5435062,-58.4821436,Saavedra
1801,100306.0,66.0,-34.5468894557,-58.4786123121,Saavedra
1805,97000.0,37.0,-34.556809,-58.457834,Belgrano
1806,86000.0,35.0,-34.6070921,-58.4306168,Villa Crespo
1809,90000.0,32.0,-34.5856221,-58.4409353,Palermo
1811,112677.0,34.0,-34.5777784,-58.4351583,Palermo
1818,145000.0,45.0,-34.5817176348,-58.4486236993,Palermo
1826,150000.0,75.0,-34.601282,-58.418141,Almagro
1837,210000.0,80.0,-34.6205971,-58.4608572,Flores
1845,100000.0,58.0,-34.627625,-58.360648,Boca
1849,76000.0,34.0,-34.6177615,-58.383662,Monserrat
1856,95568.0,40.0,-34.6037137392,-58.3815808896,Villa del Parque
1859,175000.0,70.0,-34.621321,-58.3982505,San Cristobal
1875,94000.0,41.0,-34.636179,-58.439476,Caballito
1878,195000.0,87.0,-34.578362,-58.449633,Colegiales
1883,145000.0,49.0,-34.6085504575,-58.4506525716,Caballito
1887,159000.0,95.0,-34.602153,-58.412067,San Telmo
1891,120000.0,42.0,-34.566885,-58.451021,Belgrano
1896,350000.0,100.0,-34.561966,-58.46373,Belgrano
1897,84500.0,36.0,-34.60808733,-58.43089266,Parque Centenario
1898,115000.0,63.0,-34.6000747136,-58.4032361233,Once
1901,73800.0,31.0,-34.617228,-58.457265,Caballito
1904,130000.0,40.0,-34.603438,-58.4364402,Villa Crespo
1907,110000.0,38.0,-34.5771094737,-58.4456268033,Colegiales
1927,132000.0,56.0,-34.602623,-58.440056,Villa Crespo
1928,169000.0,41.0,-34.5848012,-58.4115472,Palermo
1940,189000.0,69.0,-34.5917085,-58.3969821,Recoleta
1943,78000.0,41.0,-34.622681,-58.395551,San Cristobal
1961,138000.0,66.0,-34.601017,-58.4313746,Almagro
1963,90000.0,67.0,-34.622512,-58.388768,San Cristobal
1969,62000.0,40.0,-34.6108831,-58.4003678,Balvanera
1978,157000.0,33.0,-34.5596446354,-58.4543498558,Belgrano
1987,138000.0,74.0,-34.6038236,-58.4272911,Parque Centenario
1988,84000.0,47.0,,,
1992,88000.0,48.0,-34.6042164,-58.4351228,Parque Centenario
2011,140000.0,65.0,-34.6307325,-58.4815962,Floresta
2017,198000.0,90.0,-34.554161,-58.4905798,Saavedra
2022,61770.0,35.0,-34.6186349,-58.478887,Flores
2028,92000.0,58.0,-34.6507766,-58.5155958,Liniers
2034,104310.53,32.0,-34.56822,-58.458337,Belgrano
2035,157000.0,57.0,-34.6223398871,-58.4085322312,San Cristobal
2041,91606.0,40.0,-34.629478,-58.45214,Caballito
2042,85000.0,85.0,-34.6833842,-58.4750427,Villa Lugano
2048,145000.0,80.0,-34.6063946,-58.4632121,Caballito
2050,120000.0,50.0,-34.6045779,-58.4231909,Almagro
2055,275000.0,89.0,-34.5706322,-58.4314264,Nuñez
2066,75000.0,42.0,-34.583784587,-58.455382866,Chacarita
2069,99500.0,63.0,-34.6087786,-58.430114,Caballito
2070,53000.0,35.0,-34.6144978,-58.38456,Monserrat
2074,65000.0,42.0,-34.6119155,-58.411536,Balvanera
2076,210000.0,60.0,-34.5645773032,-58.4574136772,Belgrano
2077,160000.0,46.0,-34.5938779,-58.429594,Palermo
2079,85900.0,52.0,-34.592467,-58.410649,Palermo
2082,103000.0,49.0,-34.6261244,-58.3859524,Constitución
2085,137000.0,42.0,-34.607026,-58.442438,Caballito
2100,135000.0,64.0,-34.602823,-58.36824,San Nicolás
2108,119900.0,36.0,-34.5636949,-58.4581944,Belgrano
2115,193000.0,55.0,-34.5624033,-58.4667165,Belgrano
2118,102337.45,42.0,-34.6321116,-58.3703982,Barracas
2120,139000.0,48.0,-34.621654,-58.440164,Caballito
2122,290000.0,72.0,-34.5757551,-58.4345373,Palermo
2129,158000.0,72.0,-34.6010624,-58.4376694,Villa Crespo
2138,140000.0,59.0,-34.6213002,-58.4384732,Caballito
2166,95800.0,42.0,-34.5687875,-58.4966697,Villa Urquiza
2170,233284.66,75.0,-34.56822,-58.458337,Belgrano
2182,200000.0,68.0,-34.60662,-58.4304928,Parque Centenario
2211,75000.0,40.0,-34.604293,-58.4063222,Balvanera
2219,145000.0,72.0,-34.5966202515,-58.3806085715,Centro / Microcentro
2221,295000.0,94.0,-34.5894701,-58.4078757,Recoleta
2223,79500.0,47.0,-34.618015,-58.460499,Flores
2230,123000.0,89.0,,,Floresta
2231,91500.0,49.0,-34.605719,-58.431068,Villa Crespo
2234,135000.0,58.0,-34.5605705,-58.4590119,Belgrano
2236,83000.0,41.0,-34.6392412,-58.478673,Floresta
2246,180000.0,74.0,-34.5653042899,-58.4379652889,Belgrano
2248,85000.0,55.0,-34.626001,-58.462254,Flores
2252,380000.0,100.0,-34.5861558174,-58.4150055376,Palermo
2254,180000.0,50.0,-34.5671171991,-58.4578875283,Belgrano
2259,137000.0,74.0,-34.6349102655,-58.4732609116,Flores
2266,107500.0,37.0,-34.552745,-58.462983,Nuñez
2277,143000.0,90.0,-34.621433,-58.390041,Monserrat
2279,118000.0,40.0,-34.6087862,-58.4304906,Caballito
2283,176000.0,61.0,-34.557199,-58.480847,Saavedra
2285,78397.32,32.0,-34.6222103,-58.4043385,San Cristobal
2286,230500.0,66.0,-34.613041,-58.43307,Caballito
2287,158000.0,63.0,-34.558046,-58.460923,Belgrano
2294,165000.0,85.0,-34.6004038,-58.4954328,Villa del Parque
2297,138000.0,58.0,-34.6037137392,-58.3815808896,Belgrano
2300,152000.0,60.0,-34.613702,-58.414297,Balvanera
2303,165000.0,100.0,-34.5766379926,-58.5080122948,Villa Pueyrredón
2306,78000.0,42.0,-34.6156378,-58.3904158,Monserrat
2308,153000.0,45.0,-34.6143545,-58.3789342,Monserrat
2314,105000.0,40.0,-34.622264,-58.462749,Flores
2316,170000.0,75.0,-34.5975105,-58.424968,Palermo
2336,140000.0,48.0,-34.5782727,-58.4305343,Palermo
2337,69458.0,34.0,-34.63099,-58.4201892,Boedo
2345,110000.0,40.0,-34.5742806,-58.4346696,Palermo
2352,84000.0,32.0,-34.604941,-58.468401,Paternal
2354,105100.0,73.0,-34.58625,-58.504783,Villa Pueyrredón
2361,103981.68,39.0,-34.6204532,-58.4029587,Congreso
2364,160000.0,48.0,-34.6000429,-58.3782438,Retiro
2366,105000.0,51.0,-34.5608555,-58.4871561,Saavedra
2369,73800.0,41.0,-34.597255,-58.447667,Villa Crespo
2371,248000.0,98.0,-34.591999,-58.389566,Recoleta
2376,133000.0,75.0,-34.6073418,-58.3907693,Congreso
2390,88000.0,50.0,-34.5936389,-58.5061652,Villa Devoto
2393,112419.0,42.0,-34.5688712,-58.4884216,Villa Urquiza
2396,137000.0,56.0,-34.604515,-58.437133,Villa Crespo
2402,200000.0,70.0,-34.574527,-58.4343949,Palermo
2403,160000.0,82.0,-34.600998,-58.396175,Balvanera
2404,174250.0,47.0,-34.6153103,-58.3619834,Puerto Madero
2406,105700.0,37.0,-34.62818,-58.429483,Caballito
2415,268000.0,79.0,-34.5915663,-58.5068965,Villa Devoto
2419,135000.0,49.0,-34.6430209603,-58.5109811153,Liniers
2429,84280.0,38.0,-34.6442238986,-58.4573940742,Flores
2443,92304.0,31.0,-34.562909,-58.465303,Belgrano
2449,220000.0,85.0,-34.555416,-58.471774,Nuñez
2450,90000.0,45.0,-34.6119796,-58.4222431,Almagro
2455,265000.0,60.0,-34.569335,-58.4348693,Palermo
2461,189302.0,65.0,-34.5731507,-58.482362,Villa Urquiza
2469,314181.23,94.0,-34.56822,-58.458337,Belgrano
2473,240000.0,95.0,-34.643737,-58.496761,Villa Luro
2479,102732.06,48.0,-34.631591,-58.370191,Barracas
2487,152638.0,35.0,-34.562909,-58.465303,Belgrano
2488,78000.0,46.0,-34.611289,-58.407316,Balvanera
2514,70000.0,33.0,-34.6058536,-58.4384072,Villa Crespo
2519,205000.0,60.0,-34.5675474818,-58.4323055182,Las Cañitas
2527,102000.0,38.0,-34.63099,-58.4201892,Boedo
2528,145000.0,50.0,-34.5714065,-58.481306,Villa Urquiza
2530,95000.0,38.0,-34.589875,-58.4771736,Agronomía
2532,73000.0,31.0,-34.6173477,-58.4494039,Caballito
2535,95000.0,44.0,-34.6157145,-58.4170203,Almagro
2544,90000.0,38.0,-34.5798552,-58.4916429,Villa Urquiza
2545,107720.0,47.0,-34.6244303,-58.3741828,San Telmo
2549,105000.0,55.0,-34.6197085691,-58.3744502855,San Telmo
2555,149900.0,100.0,-34.63259,-58.468766,Flores
2557,299000.0,77.0,-34.6269253507,-58.3724840391,San Telmo
2569,129900.0,70.0,,,Floresta
2580,222500.0,77.0,-34.597769,-58.42644,Villa Crespo
2588,98000.0,35.0,-34.5541654,-58.4655168,Nuñez
2590,109500.0,35.0,-34.6047969,-58.454126,Villa Crespo
2603,270000.0,51.0,-34.577367,-58.424845,Palermo
2612,99000.0,33.0,-34.5685575,-58.4534297,Belgrano
2618,98900.0,35.0,-34.602432,-58.395866,Barrio Norte
2626,88549.51,42.0,-34.5707547,-58.5414898,Almagro
2631,148000.0,67.0,-34.6086686,-58.3976941,Balvanera
2633,174000.0,79.0,-34.6315375,-58.4541557,Flores
2636,70000.0,35.0,-34.6025011,-58.4663309,Paternal
2638,149500.0,44.0,-34.5549509,-58.4671186,Nuñez
2654,99000.0,42.0,,,Belgrano
2655,94000.0,41.0,-34.5881967,-58.5014288,Villa Devoto
2662,98720.12,42.0,-34.6321116,-58.3703982,Barracas
2665,83840.0,37.0,-34.6288131,-58.4722301,Villa del Parque
2671,165000.0,56.0,-34.57304,-58.479785,Villa Urquiza
2690,125000.0,72.0,-34.627792,-58.360443,Boca
2698,289000.0,99.0,-34.5684201,-58.4532923,Belgrano
2700,119000.0,43.0,-34.6051279,-58.4394663,Villa Crespo
2702,85000.0,33.0,-34.5884433,-58.4193632,Palermo
2703,142000.0,34.0,-34.5708216,-58.4487136,Belgrano
2706,117000.0,62.0,-34.562803,-58.487628,Villa Urquiza
2726,78000.0,32.0,-34.5658889,-58.4827765,Villa Urquiza
