,price_aprox_usd,surface_covered_in_m2,lat,lon,neighborhood
8307,115000.0,80.0,-34.6156698,-58.390599,San Cristobal
8309,100000.0,50.0,-34.618459,-58.445054,Caballito
8312,170000.0,98.0,-34.6324708,-58.3620253,Boca
8321,215000.0,78.0,-34.577176,-58.43399,Palermo
8327,120000.0,64.0,-34.586461,-58.450034,Colegiales
8343,310000.0,57.0,-34.5895459,-58.3973636,Recoleta
8345,158000.0,45.0,-34.560857,-58.46749,Belgrano
8347,175000.0,44.0,-34.579844,-58.434225,Palermo
8360,200000.0,96.0,-34.5943354,-58.4404535,Villa Crespo
8380,117620.0,43.0,-34.5911545,-58.5101735,Villa Devoto
8384,210000.0,87.0,,,Recoleta
8385,140000.0,81.0,-34.634408,-58.4504145,Parque Chacabuco
8388,147733.0,48.0,-34.632079,-58.3703766,Barracas
8390,149500.0,99.0,-34.603444,-58.405713,Once
8394,95100.0,45.0,-34.6157142,-58.4170204,Almagro
8398,170000.0,72.0,-34.5564985,-58.4655923,Belgrano
8402,350000.0,86.0,-34.5884229,-58.3864376,Barrio Norte
8403,98000.0,41.0,-34.636179,-58.439476,Caballito
8413,195000.0,82.0,-34.6023228,-58.4294044,Almagro
8421,129500.0,46.0,-34.6050835,-58.4608111,Paternal
8425,75000.0,33.0,-34.6072776,-58.4276358,Almagro
8474,185000.0,78.0,-34.6383938,-58.5058889,Villa Luro
8476,99000.0,46.0,-34.547724,-58.477376,Saavedra
8498,249000.0,69.0,-34.6196851,-58.4451096,Caballito
8511,230000.0,95.0,-34.6031950994,-58.4215840161,Almagro
8528,105000.0,34.0,-34.5892799682,-58.4367102754,Palermo
8530,125000.0,45.0,-34.5989208629,-58.4458254638,Villa Crespo
8534,104000.0,51.0,-34.6036844,-58.3815591,Villa Crespo
8537,90000.0,40.0,-34.602012,-58.496032,Villa del Parque
8542,84500.0,34.0,-34.6133497,-58.38465,Monserrat
8557,125000.0,45.0,-34.6159391,-58.4585423,Caballito
8565,210000.0,59.0,-34.5861207,-58.4143458,Palermo
8566,245000.0,81.0,-34.5930858,-58.4047026,Recoleta
8571,171900.0,88.0,-34.6356025347,-58.4401697804,Parque Chacabuco
8572,78000.0,39.0,-34.626861,-58.365227,Boca
8577,63000.0,33.0,-34.6392588,-58.512946,Villa Luro
8582,135000.0,81.0,-34.6119729,-58.4072179,Balvanera
8585,143100.0,37.0,-34.592822,-58.3847959,Recoleta
8589,73536.95,42.0,-34.631591,-58.370191,Barracas
8590,119000.0,41.0,-34.6045547,-58.4182063,Almagro
8593,62000.0,43.0,-34.6240024,-58.3905883,Barracas
8601,125000.0,70.0,-34.601455,-58.378132,San Nicolás
8604,78000.0,52.0,,,Boedo
2,215000.0,35.0,-34.5889927,-58.4001326,Recoleta
9,341550.0,90.0,-34.5880437,-58.3980657,Recoleta
12,91156.62,33.0,-34.6233199695,-58.3974607122,Monserrat
13,105000.0,33.0,-34.553897,-58.451939,Belgrano
17,89681.0,39.0,-34.6288131,-58.4722301,Villa del Parque
30,99000.0,42.0,-34.590144,-58.504588,Villa Pueyrredón
41,72000.0,45.0,-34.6177126,-58.4217103,Almagro
64,116000.0,36.0,-34.583754,-58.425947,Palermo
68,87000.0,33.0,-34.553292,-58.457291,Belgrano
69,80000.0,50.0,,,
73,90000.0,38.0,-34.6103271,-58.4260507,Almagro
79,145000.0,72.0,-34.6031545441,-58.3932320736,Tribunales
88,130000.0,73.0,-34.6101223,-58.4059406,Balvanera
89,149000.0,50.0,-34.5835376,-58.4053183,Barrio Norte
93,124000.0,77.0,-34.6060331,-58.398382,Once
144,80000.0,45.0,-34.6207821,-58.3759225,San Telmo
151,140000.0,57.0,-34.5741034,-58.4419019,Palermo
154,78000.0,70.0,-34.6782802,-58.4882456,Villa Lugano
156,159000.0,47.0,-34.564892,-58.469132,Coghlan
159,91617.01,48.0,-34.631591,-58.370191,Barracas
168,125000.0,52.0,-34.5848,-58.44321,Palermo
177,99120.0,39.0,-34.58233,-58.4735425,Villa Urquiza
181,158000.0,80.0,-34.604548,-58.410187,Abasto
186,75500.0,50.0,-34.603506,-58.45572,Villa Crespo
211,250000.0,50.0,-34.5879608444,-58.4068188999,Palermo
224,108000.0,47.0,-34.61088,-58.483035,Villa Santa Rita
248,80000.0,36.0,,,Villa Crespo
249,133000.0,54.0,-34.6166442,-58.4109634,Balvanera
256,156000.0,52.0,-34.5817888,-58.449509,Colegiales
277,122000.0,42.0,-34.5958969,-58.4715637,Paternal
281,80000.0,42.0,-34.6305666,-58.3716514,Barracas
283,85000.0,42.0,-34.615587,-58.491019,Villa Santa Rita
295,90000.0,33.0,-34.5538973,-58.4519393,Belgrano
296,109000.0,37.0,-34.62818,-58.429483,Caballito
300,87000.0,42.0,,,Parque Chacabuco
301,112000.0,40.0,-34.573425,-58.494445,Villa Urquiza
305,183000.0,35.0,-34.590518,-58.388665,Recoleta
311,126000.0,55.0,-34.5977692,-58.3753957,Retiro
328,210000.0,63.0,-34.5768933,-58.4306228,Palermo
343,103000.0,42.0,-34.5993371549,-58.485000192,Villa Devoto
363,210000.0,82.0,-34.5983728,-58.3973356,Recoleta
366,95000.0,37.0,-34.6001596,-58.4191305,Almagro
368,165000.0,86.0,-34.637834,-58.503098,Villa Luro
369,110000.0,37.0,-34.6037137392,-58.3815808896,San Nicolás
375,96483.95,42.0,-34.6321116,-58.3703982,Barracas
378,120000.0,52.0,-34.6246256,-58.4531908,Caballito
388,270000.0,59.0,-34.5951698271,-58.3900615127,Recoleta
393,120000.0,40.0,-34.557199,-58.480847,Saavedra
394,151006.93,56.0,-34.6264398,-58.4594193,Flores
408,105000.0,50.0,-34.6040941,-58.3923691,Centro / Microcentro
411,67000.0,31.0,-34.6412473,-58.5185294,Liniers
415,115000.0,39.0,-34.5917998504,-58.4265886534,Palermo
418,115000.0,72.0,-34.611471,-58.416066,Almagro
419,195000.0,40.0,-34.5600767,-58.4463618,Belgrano
429,97800.0,38.0,-34.5780621,-58.4952915,Villa Urquiza
435,249000.0,83.0,-34.5674017,-58.4424865,Belgrano
451,105000.0,35.0,-34.586582,-58.4710108,Villa Urquiza
454,165000.0,87.0,-34.5828157,-58.4219256,Palermo
459,149000.0,80.0,-34.6116145,-58.4056064,Once
469,160000.0,73.0,-34.592716,-58.403428,Recoleta
480,145000.0,52.0,-34.5475074,-58.4842066,Saavedra
486,115000.0,36.0,-34.597769,-58.42644,Villa Crespo
489,84000.0,44.0,-34.6207414,-58.4047617,San Cristobal
491,85000.0,51.0,-34.6287756455,-58.3658953037,Boca
494,120000.0,47.0,-34.6206226,-58.3684327,San Telmo
498,200000.0,74.0,-34.5910899,-58.4008309,Barrio Norte
510,68000.0,45.0,-34.577168,-58.538654,Liniers
515,84000.0,46.0,-34.607673,-58.389289,Congreso
520,144500.0,72.0,-34.5965341,-58.3809608,Retiro
521,200000.0,70.0,-34.5958704,-58.3919534,Barrio Norte
523,114000.0,57.0,-34.554763,-58.453853,Belgrano
539,58000.0,39.0,-34.6388382,-58.5290425,Liniers
546,135000.0,62.0,-34.629853,-58.446472,Caballito
550,155000.0,50.0,-34.5675735,-58.4711972,Belgrano
561,77900.0,40.0,-34.614032,-58.419043,Almagro
562,92000.0,46.0,-34.624797,-58.429758,Caballito
570,99000.0,60.0,-34.6392485,-58.497526,Villa Luro
575,80000.0,35.0,-34.606301,-58.43106,Parque Centenario
581,180000.0,96.0,-34.6031837,-58.4074928,Balvanera
582,78000.0,36.0,-34.583899,-58.473468,Parque Chas
586,125000.0,45.0,-34.60808733,-58.43089266,Parque Centenario
589,142000.0,52.0,-34.591831,-58.422868,Palermo
594,120000.0,53.0,-34.6200825,-58.3895203,San Cristobal
596,94900.0,43.0,-34.6128601,-58.4922702,Villa del Parque
601,146000.0,47.0,-34.5495227,-58.4692294,Nuñez
602,143000.0,60.0,-34.5957216,-58.4307706,Villa Crespo
606,59200.0,36.0,,,Parque Patricios
614,73536.95,42.0,-34.631591,-58.370191,Barracas
624,115000.0,64.0,-34.632364,-58.467568,Flores
629,306990.45,75.0,,,Belgrano
648,73000.0,31.0,-34.6173477,-58.4494039,Caballito
652,192000.0,83.0,-34.5744172,-58.4374328,Palermo
670,90000.0,50.0,-34.6214295,-58.3756926,San Telmo
673,179000.0,78.0,-34.572199,-58.447411,Belgrano
685,189500.0,87.0,-34.6027891,-58.4250133,Almagro
690,78000.0,32.0,-34.61335,-58.38465,Monserrat
692,111810.57,42.0,-34.6176481,-58.4619167,Caballito
694,102000.0,37.0,-34.556809,-58.457834,Belgrano
696,105000.0,50.0,-34.6067737,-58.4097289,Balvanera
698,100000.0,41.0,-34.6286026,-58.4669149,Flores
700,110000.0,40.0,-34.6212894,-58.420993,Boedo
703,120000.0,38.0,-34.5789278,-58.4559767,Colegiales
706,310000.0,91.0,-34.588505,-58.383029,Barrio Norte
711,149900.0,73.0,-34.598296,-58.387828,Recoleta
714,151000.0,90.0,-34.58751,-58.510665,Villa Devoto
720,96000.0,33.0,-34.5711807,-58.4348804,Belgrano
726,110000.0,55.0,-34.5566182,-58.4793743,Saavedra
729,139000.0,63.0,-34.6352242,-58.4676975,Flores
749,140000.0,59.0,-34.5729942,-58.454319,Colegiales
752,75000.0,44.0,-34.6037137392,-58.3815808896,Floresta
756,189000.0,70.0,-34.5647507,-58.4891059,Villa Urquiza
761,259000.0,85.0,-34.5688186,-58.4360816,Palermo
769,91200.0,37.0,-34.6063416,-58.4464868,Caballito
770,95000.0,32.0,-34.578139,-58.433336,Palermo
771,83336.62,42.0,-34.631591,-58.370191,Barracas
772,119636.0,50.0,,,San Telmo
781,95000.0,39.0,-34.573846,-58.489902,Villa Urquiza
789,110000.0,41.0,-34.6134875,-58.4428593,Caballito
790,119930.0,47.0,-34.6244303,-58.3741828,San Telmo
792,98000.0,70.0,-34.635741,-58.434139,Parque Chacabuco
805,155000.0,55.0,-34.622597,-58.4637637,Flores
808,118110.0,47.0,-34.6244303,-58.3741828,San Telmo
809,105000.0,35.0,,,Mataderos
822,123000.0,33.0,-34.5630282576,-58.4398375372,Palermo
824,90000.0,50.0,-34.6145386963,-58.4762577092,Paternal
833,240000.0,90.0,-34.62518,-58.463618,Flores
838,64000.0,33.0,-34.6164426,-58.4002948,Balvanera
839,295000.0,74.0,-34.6148218,-58.362074,Puerto Madero
841,78500.0,36.0,-34.597289,-58.489645,Villa del Parque
850,129500.0,50.0,-34.6299244,-58.4098381,Parque Patricios
855,82000.0,50.0,-34.6168016,-58.4480741,Caballito
862,197000.0,76.0,-34.5984584,-58.4123565,Palermo
863,174900.0,78.0,-34.588316,-58.483926,Villa Urquiza
864,280000.0,90.0,-34.632304,-58.373396,Barracas
866,84000.0,37.0,-34.6034502,-58.43508,Parque Centenario
879,94000.0,34.0,-34.5973812,-58.3798478,Centro / Microcentro
888,115100.0,34.0,-34.5618075,-58.4674306,Coghlan
891,88000.0,38.0,-34.602701,-58.4049474,Once
895,109000.0,39.0,-34.5854783,-58.4418691,Palermo
906,158000.0,42.0,-34.5772084,-58.4230345,Palermo
911,84000.0,38.0,-34.6174612,-58.4711826,Villa General Mitre
913,121739.47,45.0,-34.6267877662,-58.4184618574,Boedo
914,120000.0,72.0,-34.6105899,-58.4126561,Once
917,95000.0,53.0,-34.607268,-58.437159,Parque Centenario
918,81000.0,38.0,-34.602605,-58.443768,Villa Crespo
925,110000.0,47.0,-34.5871429,-58.4361649,Palermo
934,138000.0,65.0,-34.575532,-58.443266,Colegiales
947,109800.0,39.0,-34.5583853,-58.452925,Belgrano
956,77000.0,60.0,-34.6265359,-58.3930741,San Cristobal
957,113452.5,45.0,-34.6270753,-58.42001,Boedo
960,105000.0,61.0,-34.6107904311,-58.3802715265,San Telmo
967,91800.0,47.0,-34.607317,-58.4200017,Almagro
968,110000.0,35.0,-34.5963928985,-58.4230445653,Palermo
970,62744.16,43.0,-34.628706,-58.391025,Parque Patricios
975,67000.0,34.0,-34.6351461824,-58.4071500959,Parque Patricios
978,235000.0,89.0,-34.5704605,-58.451504,Colegiales
986,200044.26,63.0,-34.574537,-58.4554388,Colegiales
996,85000.0,33.0,-34.5849069,-58.4430006,Palermo
1000,128000.0,36.0,-34.5642834,-58.4395493,Belgrano
1006,139900.0,43.0,,,Barrio Norte
1007,85000.0,33.0,,,Agronomía
1037,200000.0,55.0,-34.5674802,-58.4323654,Belgrano
1041,146000.0,80.0,-34.6156378,-58.3904158,Monserrat
1042,149000.0,58.0,-34.63335,-58.377469,Barracas
1043,101443.0,45.0,-34.593335,-58.442214,Villa Crespo
1047,330000.0,100.0,-34.5969175,-58.4021054,Barrio Norte
1053,115000.0,78.0,-34.6166189862,-58.3851364503,Monserrat
1057,108576.0,46.0,-34.5904622,-58.370987,Paternal
1073,43000.0,51.0,-34.685292,-58.464229,Villa Lugano
1078,126000.0,50.0,-34.5979435834,-58.415852535,Palermo
1084,185000.0,90.0,-34.5982154569,-58.4272289729,Almagro
1091,196500.0,80.0,-34.59475,-58.4398737,Villa Crespo
1092,300000.0,73.0,-34.5896225,-58.4326904,Palermo
1102,73190.0,34.0,-34.593335,-58.442214,Villa Crespo
1110,62000.0,36.0,-34.6188615,-58.3885322,Monserrat
1112,170000.0,52.0,-34.578929,-58.4838433,Villa Ortuzar
1114,117000.0,42.0,-34.5548123,-58.4396756,Belgrano
1122,81000.0,34.0,-34.6007308,-58.4300086,Villa Crespo
1123,80000.0,55.0,-34.585106,-58.462549,Chacarita
1124,144900.0,82.0,-34.609903,-58.386964,Congreso
1129,110000.0,60.0,-34.6306898,-58.479597,Floresta
1131,232726.0,83.0,-34.572721,-58.483565,Villa Urquiza
1132,179500.0,71.0,-34.624362,-58.404243,San Cristobal
1138,115000.0,54.0,-34.608854,-58.469611,Flores
1140,153000.0,56.0,-34.5666787241,-58.4793809703,Villa Urquiza
1149,190000.0,85.0,-34.5939737,-58.4925931,Villa Pueyrredón
1165,65000.0,57.0,-34.6277946,-58.3590976,Boca
1167,83500.0,38.0,-34.5994747627,-58.4155515307,Boedo
1172,318000.0,83.0,-34.5515484854,-58.4825581312,Saavedra
1177,99000.0,48.0,-34.575485,-58.4437822,Colegiales
1185,85900.0,43.0,-34.6322572341,-58.3702987529,Barracas
1203,108633.0,40.0,-34.5688712,-58.4884216,Villa Urquiza
1206,90000.0,39.0,-34.5747633,-58.4828695,Villa Urquiza
1207,182000.0,47.0,-34.6153103,-58.3619834,Puerto Madero
1208,99000.0,63.0,-34.6302777,-58.3994391,Parque Patricios
1220,210000.0,62.0,-34.5502004,-58.4535346,Belgrano
1221,88000.0,40.0,-34.6073064,-58.4305691,Caballito
1229,69058.04,31.0,-34.6227163,-58.3915063,Congreso
1234,79000.0,36.0,-34.6130871,-58.3813599,Monserrat
1236,181622.66,49.0,-34.6260531,-58.4202372,Boedo
1238,65000.0,31.0,-34.5961311,-58.3737459,Retiro
1242,84000.0,43.0,-34.605272,-58.382936,Tribunales
1249,139000.0,93.0,-34.6288596,-58.4747612,Flores
1251,159000.0,64.0,-34.5733709,-58.4781172,Villa Urquiza
1252,140000.0,75.0,-34.5508362,-58.4895904,Saavedra
1271,250000.0,70.0,-34.6166402,-58.435817,Caballito
1276,95000.0,37.0,-34.602641,-58.404908,Balvanera
1293,182000.0,71.0,-34.5889045,-58.5065126,Villa Urquiza
1304,180000.0,40.0,-34.5599793922,-58.4461906259,Belgrano
1309,158000.0,54.0,-34.6232916,-58.4356934,Caballito
1311,78800.0,38.0,-34.603367,-58.4095145,Abasto
1314,90000.0,50.0,-34.6247442,-58.4874628,Floresta
1318,109000.0,43.0,-34.5469102,-58.47859,Saavedra
1340,120000.0,51.0,-34.6045189,-58.4584262,Caballito
1341,124830.64,50.0,-34.6266736631,-58.4239639696,Boedo
1343,159622.74,62.0,-34.6132024,-58.4330886,Caballito
1345,154500.0,49.0,-34.597769,-58.42644,Villa Crespo
1346,105000.0,44.0,-34.569129,-58.477082,Villa Urquiza
1348,109000.0,53.0,-34.6036554,-58.4167791,Almagro
1379,91574.0,32.0,-34.6220446,-58.3782511,San Telmo
1380,82000.0,43.0,-34.632961,-58.47667,Floresta
1381,117000.0,68.0,-34.6322381672,-58.4693725804,Flores
1389,235000.0,100.0,-34.595688,-58.4031864,Barrio Norte
1406,65000.0,34.0,,,Monserrat
1409,135000.0,82.0,-34.610593,-58.4122703,Almagro
1428,70000.0,40.0,-34.6508775,-58.505965,Mataderos
1429,132883.09,50.0,-34.6248755,-58.4177943,Boedo
1435,82000.0,48.0,-34.6039262,-58.3763769,Centro / Microcentro
1438,139000.0,44.0,-34.597824,-58.416438,Palermo
1449,118000.0,35.0,-34.5818163,-58.4434509,Palermo
1450,87000.0,33.0,-34.6338838,-58.447429,Parque Chacabuco
1461,99000.0,46.0,-34.6207818,-58.3985397,San Cristobal
1477,130000.0,35.0,-34.5631948,-58.4399963,Palermo
1490,139000.0,50.0,-34.6077391,-58.4465012,Caballito
1492,167000.0,44.0,-34.5829813,-58.4208496,Palermo
1496,71000.0,34.0,-34.602941,-58.464217,Paternal
1510,86900.0,50.0,-34.606676,-58.406957,Balvanera
1514,255500.0,70.0,-34.6299244,-58.4098381,Parque Patricios
1515,183500.0,60.0,-34.5854115,-58.4434737,Palermo
1526,94900.0,39.0,-34.6256074,-58.4558554,Flores
1530,68000.0,43.0,-34.6279,-58.360859,Boca
1531,90000.0,31.0,-34.578518,-58.4374779,Palermo
1533,105000.0,38.0,-34.6324789,-58.4792631,Floresta
1534,190000.0,85.0,-34.5939737,-58.4925931,Villa Pueyrredón
1540,84900.0,42.0,-34.627876,-58.44306,Caballito
1541,89000.0,40.0,-34.6234917,-58.3770467,San Telmo
1542,82000.0,38.0,-34.6046683,-58.4579128,Caballito
1555,80600.0,39.0,-34.6233348,-58.3748384,San Telmo
1567,97000.0,33.0,-34.5496066482,-58.4691811202,Nuñez
1570,80000.0,37.0,-34.6210252,-58.4332695,Caballito
1603,75000.0,40.0,-34.6425051,-58.504856,Villa Luro
1607,92669.32,33.0,-34.6233906,-58.3981259,San Cristobal
1609,128000.0,51.0,-34.554763,-58.453853,Belgrano
1612,214000.0,58.0,-34.5833867,-58.4516194,Chacarita
1613,71500.0,33.0,-34.577168,-58.538654,Caballito
1619,99500.0,36.0,-34.629896,-58.437438,Parque Chacabuco
1624,143000.0,83.0,-34.6165504,-58.3838114,Monserrat
1625,101000.0,45.0,-34.6150121,-58.3790009,Monserrat
1634,210000.0,72.0,-34.5861164713,-58.4145060006,Palermo
1642,146000.0,57.0,-34.6223398871,-58.4085322312,San Cristobal
1647,233200.0,78.0,-34.597769,-58.42644,Villa Crespo
1652,112700.0,50.0,-34.6194965,-58.4640892,Flores
1654,160000.0,54.0,-34.5730139407,-58.4295100815,Palermo
1657,95000.0,40.0,-34.6047969,-58.454126,Villa Crespo
1658,259000.0,81.0,-34.5915339,-58.398222,Recoleta
1660,93583.0,31.0,-34.595916,-58.408314,Recoleta
1667,89000.0,43.0,-34.63099,-58.4201892,Boedo
1670,54297.9,36.0,-34.6323335,-58.475645,Floresta
1675,124267.0,47.0,-34.570884,-58.4886936,Villa Urquiza
1685,85000.0,35.0,-34.6150732,-58.3792849,Monserrat
1690,140000.0,70.0,-34.6333237,-58.3600617,Boca
1703,210000.0,60.0,-34.5972965,-58.4308423,Palermo
1710,168781.0,54.0,-34.5671066,-58.4723916,Villa Urquiza
1713,115000.0,88.0,,,
1740,125000.0,43.0,-34.5729054,-58.4517992,Colegiales
1744,165000.0,56.0,-34.557199,-58.480847,Saavedra
1749,85000.0,39.0,-34.5982525,-58.4303011,Villa Crespo
1757,360000.0,66.0,-34.5947219,-58.3939969,Recoleta
1760,62000.0,45.0,-34.6699098,-58.5023489,Mataderos
1762,173080.0,95.0,-34.570884,-58.488694,Villa Urquiza
1767,142000.0,45.0,-34.582317,-58.4057003,Palermo
1768,132000.0,50.0,-34.547829,-58.471529,Nuñez
1775,165344.69,56.0,-34.6264398,-58.4594193,Flores
1782,217500.0,65.0,-34.62818,-58.429483,Caballito
1783,107192.0,40.0,-34.570884,-58.4886936,Villa Urquiza
1790,62636.0,42.0,-34.637701,-58.400216,Parque Patricios
1797,70000.0,46.0,-34.6162622,-58.4044354,Balvanera
1813,175000.0,80.0,-34.6107501,-58.4746933,Villa General Mitre
1831,72000.0,36.0,-34.6317798,-58.3714702,Barracas
1835,170000.0,100.0,-34.6083588,-58.3977644,Balvanera
1850,100000.0,33.0,-34.5817888,-58.449509,Colegiales
1859,340000.0,95.0,-34.5825981444,-58.4223095471,Palermo
1863,98000.0,34.0,-34.5859299,-58.4404055,Palermo
1875,85118.97,42.0,-34.631591,-58.370191,Barracas
1877,365000.0,81.0,-34.6269408,-58.3725301,San Telmo
1879,105000.0,34.0,-34.598084,-58.41701,Palermo
1880,165000.0,44.0,-34.5879341,-58.4144257,Palermo
1885,106000.0,60.0,-34.6318743,-58.4839401,Velez Sarsfield
1891,84000.0,44.0,-34.6207414,-58.4047617,San Cristobal
1896,90000.0,49.0,-34.631585,-58.362934,Boca
1902,85000.0,37.0,-34.62301,-58.3954919,Barracas
1906,75000.0,50.0,-34.638999,-58.50423,Villa Luro
1907,85000.0,32.0,-34.5818364,-58.4512878,Colegiales
1910,225000.0,86.0,-34.6095289,-58.4245895,Almagro
1913,153000.0,41.0,-34.6223398871,-58.4085322312,San Cristobal
1914,101750.0,39.0,-34.629478,-58.45214,Caballito
1920,71194.0,32.0,-34.5859985,-58.4544363,Chacarita
1930,95000.0,36.0,-34.6303192,-58.4008815,Parque Patricios
1937,135000.0,82.0,-34.6232754889,-58.3740855051,San Telmo
1944,123000.0,78.0,,,Floresta
1945,70000.0,31.0,,,
1960,90000.0,50.0,-34.5635682,-58.4916086,Villa Urquiza
1961,222700.0,78.0,-34.597769,-58.42644,Villa Crespo
1970,93425.0,33.0,-34.6371994,-58.4391556,Caballito
1979,85000.0,40.0,-34.612234,-58.386136,Monserrat
1980,121163.0,47.0,,,San Telmo
1989,57000.0,35.0,-34.633062,-58.35832,Boca
1993,64000.0,31.0,-34.6158915,-58.4957847,Villa del Parque
1998,156400.0,31.0,-34.5797009,-58.4340915,Palermo
1999,99900.0,41.0,-34.61903,-58.5033054,Monte Castro
2007,270000.0,91.0,-34.5824961,-58.4102772,Recoleta
2019,125000.0,48.0,-34.619727433,-58.4242390577,Almagro
2035,149000.0,71.0,-34.6083004601,-58.442084868,Caballito
2036,115000.0,58.0,-34.6096418,-58.418654,Almagro
2042,118110.0,47.0,,,San Telmo
2047,120000.0,39.0,-34.5939782586,-58.4409590949,Palermo
2051,290000.0,98.0,-34.577504,-58.422289,Palermo
2053,193853.0,65.0,-34.5731507,-58.482362,Villa Urquiza
2059,122000.0,66.0,-34.5762788577,-58.4351516166,Palermo
2060,249000.0,81.0,-34.570833,-58.4803271,Villa Urquiza
2090,105000.0,47.0,-34.5971971,-58.3901412,Barrio Norte
2091,176900.0,44.0,-34.5829764,-58.4208597,Palermo
2102,129000.0,43.0,-34.567095,-58.4522701,Belgrano
2104,79900.0,40.0,-34.601051,-58.416345,Almagro
2122,97000.0,33.0,-34.6037137392,-58.3815808896,Nuñez
2135,109500.0,50.0,-34.561743,-58.491511,Villa Urquiza
2137,240000.0,50.0,-34.616034713,-58.3618516418,Puerto Madero
2151,74000.0,33.0,-34.62664,-58.425786,Boedo
2154,135200.0,51.0,-34.5851,-58.441343,Palermo
2158,108047.3,36.0,-34.596441,-58.440303,Villa Crespo
2170,137000.0,51.0,-34.580146,-58.4648168,Colegiales
2186,76000.0,36.0,-34.6281162,-58.461324,Flores
2199,100000.0,40.0,-34.5945508,-58.4421781,Villa Crespo
2203,95694.72,48.0,-34.631591,-58.370191,Barracas
2206,111000.0,45.0,,,
2207,149000.0,65.0,-34.5949108,-58.4078106,Recoleta
2209,204000.0,63.0,-34.54179,-58.476815,Nuñez
2216,70000.0,39.0,-34.5851531,-58.4632501,Villa Ortuzar
2219,164000.0,52.0,-34.584179,-58.440216,Palermo
2221,255000.0,100.0,-34.5819649,-58.406838,Recoleta
2222,81480.0,37.0,-34.6256447,-58.4611155,Flores
2224,220000.0,82.0,-34.598486,-58.38414,Barrio Norte
2229,55000.0,43.0,-34.6389662,-58.3590032,Boca
2233,55000.0,35.0,-34.6186349,-58.478887,Flores
2247,90000.0,32.0,-34.5856221,-58.4409353,Villa Crespo
2258,125000.0,65.0,-34.637145,-58.411732,Parque Patricios
2267,110000.0,57.0,-34.616486,-58.375979,San Telmo
2271,112000.0,56.0,-34.6021531,-58.4342998,Villa Crespo
2273,90000.0,45.0,-34.6856698,-58.4817763,Villa Lugano
2278,195000.0,56.0,-34.625884,-58.4342905,Caballito
2281,98000.0,50.0,-34.5664873409,-58.4893800725,Villa Urquiza
2285,154500.0,49.0,-34.597769,-58.42644,Villa Crespo
2286,92000.0,44.0,-34.6234793,-58.37716,San Telmo
2287,150000.0,80.0,-34.6003579,-58.4372479,Villa Crespo
2298,73900.0,36.0,-34.598076,-58.491578,Villa Devoto
2299,93000.0,40.0,-34.5840778,-58.4228061,Palermo
2301,170000.0,67.0,-34.6205573,-58.4650952,Flores
2305,129000.0,40.0,-34.5605032026,-58.46487789,Belgrano
2309,152000.0,52.0,-34.585554,-58.416574,Palermo
2311,70000.0,33.0,-34.5462698,-58.4710585,Nuñez
2312,140000.0,83.0,-34.5789941431,-58.4255711132,Palermo
2319,255000.0,46.0,-34.616821,-58.361728,Puerto Madero
2320,145000.0,72.0,-34.5965341,-58.3809608,Barrio Norte
2321,75572.85,35.0,-34.5538467,-58.4920942,Saavedra
2323,189000.0,90.0,-34.577168,-58.538654,Villa del Parque
2324,200000.0,82.0,-34.5683283,-58.4719439,Belgrano
2326,271000.0,63.0,-34.5679842,-58.4337564,Las Cañitas
2345,250000.0,65.0,-34.5953421021,-58.405410881,Recoleta
2349,127000.0,45.0,-34.5877864,-58.5110465,Agronomía
2356,60000.0,45.0,-34.632413,-58.370082,Barracas
2358,92000.0,60.0,-34.639925,-58.438406,Parque Chacabuco
2365,116533.0,32.0,-34.5525338,-58.4512771,Belgrano
2367,94000.0,43.0,-34.6137933,-58.4831803,Villa Santa Rita
2368,125000.0,60.0,-34.598958,-58.379758,San Nicolás
2374,266761.37,81.0,-34.56822,-58.458337,Belgrano
2382,70000.0,37.0,-34.625227,-58.457758,Flores
2383,125000.0,58.0,-34.5931886,-58.4246144,Palermo
2384,113360.0,42.0,-34.544171,-58.478875,Saavedra
2385,155000.0,64.0,-34.546435,-58.468949,Nuñez
2394,169000.0,59.0,-34.6223398871,-58.4085322312,San Cristobal
2395,125000.0,41.0,-34.5709649,-58.4403013,Palermo
2400,94830.0,31.0,-34.6014487472,-58.3971252862,Barrio Norte
2405,147000.0,61.0,-34.553811,-58.453759,Belgrano
2420,105302.0,33.0,-34.6212158,-58.4035735,San Cristobal
2438,142500.0,74.0,-34.6045433,-58.4182362,Almagro
2439,375000.0,76.0,-34.5600767,-58.4463618,Belgrano
2440,70000.0,36.0,-34.6122578,-58.4149356,Almagro
2449,206000.0,60.0,-34.563649,-58.465379,Belgrano
2456,92000.0,36.0,-34.5944575,-58.4432275,Villa Crespo
2458,26770.84,38.0,-34.6266960708,-58.4248563897,Boedo
2467,78900.0,48.0,-34.617005,-58.387558,Monserrat
2475,175000.0,53.0,-34.6343737,-58.3712215,Barracas
2476,110000.0,45.0,,,
2478,209000.0,82.0,-34.5679696,-58.4487838,Belgrano
2495,79700.0,31.0,-34.6230076441,-58.3913563408,Monserrat
2502,145000.0,57.0,-34.5963907,-58.4116606,Palermo
2517,72800.0,35.0,-34.617228,-58.457265,Caballito
2542,136000.0,44.0,-34.597824,-58.416438,Palermo
2543,82500.0,31.0,-34.633021,-58.370341,Barracas
2544,79581.17,42.0,-34.6321116,-58.3703982,Barracas
